x,y
2.49272876,40.24993246
1.898363467,40.05707085
-1.643447705,-1.685364686
-0.458602352,39.29227483
93.74341104,-25.77844718
-4.660150115,37.92894279
-50.80198187,-38.26853211
3.046103343,40.42949326
-5.89667753,-3.07926817
-7.699362697,-3.716697324
-6.279283155,37.40356117
-15.90468828,-6.618098991
-16.0290114,-6.662059622
94.11907358,-25.71117784
-3.161569001,-2.112134282
-15.03442648,-6.310374572
97.18698436,-25.16181158
94.4321257,-25.65512006
93.55557977,-25.81208185
-2.467147136,38.64053561
-57.06302427,-39.38968775
-2.364670361,38.67378761
-23.61272141,-9.343658133
-6.074329606,37.47006517
-4.496187275,37.98214599
-31.3829161,-12.09119759
-12.54796418,-5.431161946
0.299725781,39.53833964
101.5071036,-24.3882142
-31.56940077,-12.15713854
-1.646363696,-1.674169355
-12.36147951,-5.365220999
1.775391337,40.01716845
-3.783184576,-2.331937438
-46.60708346,-37.51735784
-3.721023019,-2.309957122
99.6287909,-24.72456089
107.4550939,-23.32311634
97.75047818,-25.06090758
-1.196435129,39.05286042
-44.97921243,-37.22585737
-44.91660201,-37.21464582
-39.89904947,-15.10250083
103.8862997,-23.96217505
-0.581574481,39.25237243
-31.63156233,-12.17911885
-2.69259604,38.56738121
2.513224115,40.25658286
1.303998173,39.86420925
99.3783492,-24.76940711
-6.812162383,37.23065077
5.792480906,41.32064689
5.341583097,41.17433808
-39.65040324,-15.01457957
-52.30463205,-38.53760947
-4.188756951,38.08190199
-34.24234774,-13.10229211
-24.29649854,-9.585441605
-42.16174335,-36.72133734
-5.971852831,37.50331718
-33.37208594,-12.79456769
-42.85045801,-36.84466446
-57.62651809,-39.49059176
-46.10620007,-37.42766539
-30.45049273,-11.76149285
-6.750676319,37.25060197
4.23483393,40.81521647
-3.368942753,38.347918
0.62765146,39.64474604
-51.05242357,-38.31337834
-6.709685609,37.26390277
-9.253401634,-4.266205216
-56.06125749,-39.21030285
5.054648128,41.08123248
-6.443245995,37.35035797
-7.795939421,36.91143156
-11.30473303,-4.991555633
5.92358226,41.43146591
-30.94778519,-11.93733538
-26.28566838,-10.28881171
-13.41822599,-5.738886365
-16.33981919,-6.771961201
102.3210391,-24.24246396
-4.63965476,37.93559319
-7.427023032,37.03113876
93.30513807,-25.85692808
-34.18018618,-13.08031179
-54.68382816,-38.96364861
-27.34241486,-10.66247707
-22.80462116,-9.057914029
5.649013421,41.27409409
-58.19001191,-39.59149576
-57.43868682,-39.45695709
-4.250243016,38.06195079
5.669508776,41.28074449
-54.55860731,-38.94122549
103.2601955,-24.07429062
99.44095963,-24.75819555
-3.676373077,38.248162
-32.06669323,-12.33298106
-6.829100893,-3.408972905
-26.47215306,-10.35475265
5.922049804,41.52254671
-18.76411993,-7.629193511
-7.693462646,36.94468356
-52.1794112,-38.51518635
-3.901821982,38.1750076
0.463688621,39.59154284
-22.49381338,-8.948012451
-12.61012574,-5.453142261
-5.336496828,37.70947958
-18.45331214,-7.519291933
3.578982572,40.60240367
-6.115320315,37.45676437
-31.32075454,-12.06921727
-57.56390767,-39.4793802
1.652419207,39.97726605
100.818389,-24.51154131
-14.35064935,-6.0685911
-22.55597494,-8.969992766
104.6376248,-23.82763638
-13.16957976,-5.650965102
-56.81258258,-39.34484152
-7.345041612,37.05774036
-52.49246332,-38.57124414
0.402202556,39.57159164
100.2548951,-24.61244532
91.92770874,-26.10358232
-10.37230967,-4.661850898
-2.979531009,38.4742756
-40.08553414,-15.16844178
-36.91529471,-14.04744568
-30.38833118,-11.73951254
100.380116,-24.59002221
5.690004131,41.28739489
-5.523708186,-2.947386276
-4.947085084,37.83583719
4.15285251,40.78861487
-10.49663278,-4.705811529
-31.50723921,-12.13515822
-6.766939335,-3.38699259
106.578548,-23.48007813
109.0829649,-23.03161588
-41.08011906,-15.52012683
3.865917541,40.69550927
-6.021000645,-3.123228802
-7.037611288,37.15749637
-42.2869642,-36.74376045
-43.16351013,-36.90072224
-14.16416468,-6.002650153
-8.258816715,-3.914520165
-6.456131548,-3.277091011
-3.963308047,38.15505639
-2.549128556,38.61393401
-3.737859142,38.2282108
-6.34076922,37.38360997
109.2081858,-23.00919276
3.783936121,40.66890767
-3.327952043,38.3612188
0.545670041,39.61814444
-2.159716812,38.74029161
-10.55879434,-4.727791845
0.955577139,39.75115244
-32.75047036,-12.57476453
0.812109655,39.70459964
98.00091987,-25.01606135
5.075143483,41.08788288
-21.74787469,-8.684248663
-14.47497246,-6.112551731
-7.38855491,-3.606795746
-13.35606443,-5.716906049
98.50180327,-24.9263689
-36.48016381,-13.89358347
5.710499486,41.29404529
108.0185877,-23.22221234
-49.48716296,-38.03308943
-8.569624502,-4.024421744
-38.65581832,-14.66289452
-10.68311746,-4.771752476
-41.34780784,-36.57558711
-59.63005166,-39.84936156
-59.94310378,-39.90541934
-6.484236704,37.33705717
3.025607988,40.42284286
-2.81556817,38.52747881
0.91458643,39.73785164
-2.291307197,-1.804409862
-31.88020856,-12.26704011
-28.77213068,-11.16802433
-34.55315553,-13.21219369
-42.82064267,-16.13557567
101.8201557,-24.33215641
95.12084037,-25.53179294
100.9436098,-24.4891182
-18.26682747,-7.453350986
-33.80721684,-12.9484299
-17.08575788,-7.035724989
-51.24025484,-38.34701301
105.3263395,-23.70430926
-7.119592708,37.13089476
-4.106775531,38.10850359
-34.3045093,-13.12427243
-46.66969388,-37.5285694
4.337310705,40.84846847
-5.275061956,-2.859465014
0.320221136,39.54499004
95.49650291,-25.4645236
-4.065784821,38.12180439
-37.53691029,-14.26724884
-16.09117296,-6.684039938
-60.5065976,-40.00632335
5.924731602,41.3631553
-3.348447398,38.3545684
-14.03984156,-5.958689521
-4.414205855,38.00874759
-2.057240037,38.77354361
4.378301415,40.86176927
100.8809994,-24.50032976
106.6411584,-23.46886657
-3.430428818,38.3279668
5.239106322,41.14108608
-24.66946789,-9.717323499
-3.163989204,38.414422
-55.49776367,-39.10939884
101.8827662,-24.32094486
3.824926831,40.68220847
4.214338575,40.80856607
-6.586713479,37.30380517
5.730994841,41.30069569
108.206419,-23.18857767
-24.11001387,-9.519500658
-40.2208202,-36.37377909
-15.65604205,-6.530177729
-32.31533946,-12.42090232
-56.74997215,-39.33362997
-18.14250435,-7.409390355
-25.41540658,-9.981087287
-3.881326627,38.181658
-42.26118866,-15.93775283
-53.86989265,-38.81789838
-8.756109175,-4.090362691
-2.241698231,38.71369001
-56.12386791,-39.2215144
-41.32876529,-15.60804809
-49.86282551,-38.10035877
-2.477791869,-1.870350809
-1.852286488,38.84004761
-3.596699904,-2.265996491
-33.30992438,-12.77258738
99.8792326,-24.67971466
-2.166984082,-1.760449231
-35.48557889,-13.54189842
-5.029066504,37.80923558
-7.264231795,-3.562835115
-4.721636179,37.90899159
-35.98287135,-13.71774095
-7.631976581,36.96463476
-26.72079929,-10.44267392
-53.68206138,-38.78426371
-3.285892116,-2.156094913
97.31220521,-25.13938847
-22.05868248,-8.794150241
-27.46673798,-10.7064377
-6.21779709,37.42351237
5.259601677,41.14773648
-2.918044945,38.4942268
-41.72347038,-36.64285644
-35.29909422,-13.47595748
-40.4712619,-36.41862532
-43.47656225,-36.95678002
2.984617279,40.40954206
-42.75848112,-16.11359535
-39.15311078,-14.83873705
4.808703868,41.00142768
3.230561538,40.48934686
-1.975258617,38.80014521
-7.734453356,36.93138276
-1.655111668,-1.640583361
-55.81081579,-39.16545662
-43.72700395,-37.00162625
-1.15544442,39.06616122
-2.104822524,-1.738468915
-30.32616962,-11.71753222
-55.62298452,-39.13182195
101.7575453,-24.34336797
105.0132874,-23.76036704
-3.614887013,38.2681132
-1.652195677,-1.651778693
5.116134193,41.10118368
-36.10719447,-13.76170158
-44.79138116,-37.19222271
97.56264691,-25.09454224
-0.643060546,39.23242123
3.189570828,40.47604606
105.0758978,-23.74915548
-4.839931053,-2.705602804
1.590933143,39.95731485
5.198115612,41.12778528
-24.42082166,-9.629402236
3.517496507,40.58245247
3.148580118,40.46274526
-21.18842067,-8.486425822
-20.69112821,-8.310583297
-8.880432289,-4.134323322
-43.35134141,-36.93435691
-15.28307271,-6.398295835
-33.49640905,-12.83852832
-59.56744124,-39.83815
-30.82346208,-11.89337475
-10.99392524,-4.881654054
-58.06479106,-39.56907265
-48.98627957,-37.94339698
-1.934267907,38.81344601
-7.590985871,36.97793556
92.67903383,-25.96904364
-50.1132672,-38.14520499
-0.151172027,39.39203083
-6.39396999,-3.255110696
-26.09918371,-10.22287076
-18.63979681,-7.58523288
2.57471018,40.27653406
-57.68912851,-39.50180331
103.1349746,-24.09671373
-12.23715639,-5.321260367
-6.894143803,37.20404917
-2.016249327,38.78684441
-31.19643142,-12.02525664
0.033286167,39.45188443
-23.4883983,-9.299697501
-9.564209422,-4.376106794
-18.01818124,-7.365429723
-48.04712321,-37.77522364
-15.96684984,-6.640079307
2.226289146,40.16347725
1.426970303,39.90411165
-44.16527692,-37.08010714
-3.512410238,38.3013652
-4.865103664,37.86243879
-29.3315847,-11.36584717
99.00268666,-24.83667645
-52.42985289,-38.56003258
-42.91306844,-36.85587601
-43.91483522,-37.03526092
-44.29049777,-37.10253025
-14.22632623,-6.024630468
-38.71797988,-14.68487484
-27.09376863,-10.57455581
-13.85335689,-5.892748574
2.636196245,40.29648526
3.968394316,40.72876127
95.43389249,-25.47573516
-43.78961438,-37.0128378
90.61288984,-26.339025
-34.98828643,-13.3660559
-58.6908953,-39.68118821
-2.65160533,38.58068201
-55.0594907,-39.03091795
-7.509004451,37.00453716
89.54851263,-26.52962146
-6.689190254,37.27055317
-27.77754576,-10.81633928
-5.643927152,37.60972358
-30.51265429,-11.78347317
-49.80021508,-38.08914721
-31.13426987,-12.00327633
1.836877402,40.03711965
-14.53713402,-6.134532047
-20.75328977,-8.332563612
-0.99148158,39.11936442
-5.459468957,37.66957718
-4.218315478,-2.485799648
-57.81434936,-39.52422642
-22.61813649,-8.991973082
89.42329178,-26.55204457
-1.794014737,-1.628567337
-7.406527677,37.03778916
-4.742131534,37.90234119
5.526041291,41.23419169
3.845422186,40.68885887
5.771985551,41.31399649
-38.28284898,-14.53101263
-6.29977851,37.39691077
106.0150542,-23.58098214
-3.845346134,-2.353917754
-38.53149521,-14.61893389
-7.713958001,36.93803316
-32.6883088,-12.55278422
-48.61061703,-37.87612764
101.1940515,-24.44427198
2.943626569,40.39624126
-55.12210113,-39.0421295
-17.27224255,-7.101665936
-7.263060192,37.08434196
-54.80904901,-38.98607172
4.460282834,40.88837088
-2.446651781,38.64718601
97.06176351,-25.1842347
-32.87479348,-12.61872517
105.9524437,-23.59219369
96.18521758,-25.34119648
-43.53917268,-36.96799158
-19.94518952,-8.046819509
-36.72881004,-13.98150474
5.280097032,41.15438688
-41.78608081,-36.654068
2.779663729,40.34303806
1.754895982,40.01051805
-44.35310819,-37.11374181
2.595205535,40.28318446
-45.91836879,-37.39403072
-5.828385346,37.54986998
106.4533271,-23.50250124
-4.578168695,37.95554439
-1.339902614,39.00630762
-0.540583771,39.26567323
-5.710192858,-3.013327223
-17.58305034,-7.211567514
-48.17234406,-37.79764675
102.44626,-24.22004085
-2.602114984,-1.914311441
-23.42623674,-9.277717186
-38.78014144,-14.70685515
-6.832657738,37.22400037
-5.213524698,37.74938198
100.5053368,-24.5675991
-21.68571313,-8.662268347
-53.43161968,-38.73941748
-55.87342622,-39.17666818
4.726722449,40.97482608
-46.35664176,-37.47251161
89.7363439,-26.49598679
