x,y
-0.026355154,0.351172099
1.442561355,-0.618205573
-1.796888124,0.214943088
0.407037642,-1.581586973
-1.926135732,0.22769764
-0.082748434,0.602663641
-1.075150667,-0.035348587
-1.683937169,0.175772773
-1.289566039,0.039008622
0.056146125,-0.016750712
-1.469521797,0.101415565
-1.190016045,0.004485632
0.007063085,0.202140074
0.027949485,0.108995058
1.628293199,-0.522272106
-1.536526601,0.124652192
-0.072305234,0.556091133
2.812333705,0.089303748
-1.670536208,0.171125448
-1.52312564,0.120004867
1.81592877,2.072001457
-0.812874721,-0.126303387
-0.412853359,0.92079985
-1.448463145,0.094112624
0.212794124,-0.715338329
0.209661164,-0.701366576
-0.097368914,0.667865151
0.469696841,-1.861022019
-1.530783332,0.122660481
1.314870712,-0.684159832
-0.117210994,0.756352916
-0.102590514,0.691151405
0.055101805,-0.012093462
3.137364432,0.257187315
0.620280024,1.454429762
-0.068127954,0.53746213
0.037964284,-1.34370242
-0.14776756,-1.439635887
0.404949002,-1.572272471
0.008107405,0.197482823
-0.803302607,-0.129622905
-0.608031465,-0.197341077
0.341682258,1.310529561
1.83914525,2.083993141
-1.375715072,0.068884286
-1.664792939,0.169133737
0.208616844,-0.696709326
0.462386602,-1.828421264
-1.260849694,0.029050067
-0.025310834,0.346514848
0.000797165,0.230083579
-0.096324594,0.663207901
3.04449851,0.209220582
0.513902134,-1.09787291
-1.647563133,0.163158604
0.088520045,-0.161125486
-0.098413234,0.672522402
-1.136412202,-0.01410367
0.137603084,-0.380016273
-1.266592963,0.031041778
0.45776466,1.370487978
0.014747804,-1.355694103
-0.809045875,-0.127631194
-1.937783463,0.223744739
-0.665464153,-0.177423967
-0.691451125,0.776899649
2.348004094,-0.15052992
-0.110945074,0.728409411
2.266746413,-0.192500812
-1.745198704,0.19701769
-0.085881394,0.616635393
1.409640361,1.862146998
0.539022342,1.41245887
-0.285162716,0.986754109
-0.820532413,-0.123647772
0.191907724,-0.622193313
-0.638662232,-0.186718619
0.444633162,-1.749248001
-1.877293888,0.242827041
0.044658605,0.034479046
-1.549927562,0.129299518
-0.738212226,-0.152195629
0.278586283,-1.008745127
0.328713643,-1.232293165
-0.133920114,0.830868928
-1.532697755,0.123324385
2.208705211,-0.222480021
1.198788309,-0.744118249
-0.083792754,0.607320891
0.43454818,1.358496294
1.930107445,-0.366380222
0.722850459,-0.989947759
0.116716684,-0.286871257
0.242035083,-0.84574135
-0.711410304,-0.16149028
0.887269549,1.592334121
-0.137053073,0.844840681
-0.888791209,0.67497034
-1.714567936,0.186395231
-0.759270878,-0.144892689
-0.920082407,-0.089124782
-0.099430872,1.082687576
-0.168382673,0.984558204
2.487302978,-0.07857982
0.474918441,-1.884308273
1.163963589,-0.762105774
-0.22000806,0.983652445
-0.782243954,-0.136925845
0.306782923,-1.134490898
-1.304881422,0.044319851
-0.979429519,-0.068543769
1.792712289,2.060009774
1.537331004,1.928101256
1.641805166,1.982063832
2.28025838,2.311835125
0.344378442,-1.302151926
-1.19958816,0.00780515
-0.17098404,-1.45162757
-1.170871815,-0.002153405
-0.843505489,-0.115680928
2.431165503,2.389781068
-1.452291991,0.095440432
0.028259771,1.148641835
-0.866478564,-0.107714084
3.05610675,0.215216424
0.192952044,-0.626850564
0.597063543,1.442438078
0.514602601,-2.061283802
1.860458004,-0.402355272
-1.063664129,-0.039332009
0.152223564,-0.445217784
0.415392202,-1.618844979
1.154259075,1.73023848
-1.595873713,0.145233205
-1.770086202,0.205648437
0.342289803,-1.292837425
0.439411562,-1.725961747
-0.036798354,0.397744606
-0.180914513,1.040445213
-0.011734675,0.285970588
2.649818341,0.005361964
-0.078118118,-1.403660837
-0.308379197,0.974762425
-1.615017942,0.151872242
1.711454607,2.018038882
-0.967942981,-0.072527191
0.852444829,1.574346596
-0.865574729,0.686962023
1.897186452,2.113972349
