Dim1,Dim2,Decision
-10.164565,-46.203423,2
22.83222,-36.0536,2
-42.697212,3.0365038,1
-5.1867523,23.2551,0
35.156624,22.676624,0
-3.5874753,-4.3522964,1
-18.771532,-38.8915,2
-1.451971,22.978828,0
13.318872,46.859978,0
-11.726896,-45.099747,2
-16.000458,-41.590706,2
29.910412,33.738487,0
-15.13505,-42.367756,2
37.955986,11.2695055,0
56.488716,7.783145,2
-5.7561564,-8.72186,1
55.268833,5.594212,2
19.751623,1.5784626,1
-19.985565,36.954056,0
-19.815676,36.86852,0
49.152252,-4.490131,2
-30.095812,-27.138828,2
46.751377,-7.8842344,2
31.10314,-26.989256,2
9.807403,-19.82731,1
-42.370964,-19.192274,2
37.872852,12.149741,0
29.625122,34.234497,0
-11.269169,-45.43321,2
26.776106,38.594246,0
-39.351044,-20.615602,2
-16.146421,-41.458794,2
-21.518238,-35.980225,2
-8.23914,-47.43389,2
17.489614,46.407032,0
-49.60945,4.9794693,1
42.90355,-12.855036,2
27.227343,37.960896,0
18.386278,46.05708,0
-17.820633,-39.85847,2
-41.218277,-19.4958,2
-34.331738,-23.752222,2
4.562882,27.77784,0
-28.563456,-28.563858,2
42.306248,-13.596418,2
5.438235,-54.09974,2
-44.14091,3.362241,1
-15.954394,33.63124,0
3.7687418,26.276403,0
54.55447,4.3002634,2
29.524078,34.405792,0
55.70674,6.39504,2
-18.767397,5.1211505,1
39.095135,-17.596485,2
-15.496967,6.0288825,1
-35.39747,29.295408,0
4.6351504,27.959728,0
-6.4905915,-10.023848,1
-40.315483,2.58795,1
-3.3230689,-3.4526317,1
19.08127,45.731846,0
40.995457,-15.22153,2
-13.443383,6.369991,1
-5.905402,23.484463,0
-9.617062,25.662472,0
17.665966,-7.0845084,1
-33.024227,2.0495734,1
-8.20214,-14.968492,1
36.77865,16.97997,0
21.228903,44.40521,0
50.18633,-2.9157822,2
21.84907,43.939117,0
-37.56904,25.0196,0
5.7453184,36.389614,0
9.679635,-19.96435,1
20.91557,44.636536,0
-10.482988,-45.99019,2
19.244038,7.719152,1
8.533532,44.31459,0
-30.547363,35.24044,0
13.224301,-15.27114,1
-32.24173,-25.326729,2
-22.037672,-35.411644,2
36.40838,-20.817253,2
-47.197582,4.107343,1
-23.600487,3.562702,1
-43.24463,3.1535203,1
-34.942623,-23.321735,2
2.7957873,-24.41889,1
15.794379,46.82139,0
20.269983,45.058517,0
-8.237539,-15.341373,1
28.916122,-29.356256,2
-49.627243,4.5023823,1
3.4422662,25.82608,0
-48.45963,4.423512,1
-24.726423,-32.465305,2
-30.77376,2.173763,1
-8.037267,5.8049874,1
-8.395781,-47.332924,2
-35.302517,29.454573,0
52.591927,0.9102323,2
21.078712,44.516853,0
-28.288261,-28.815899,2
6.4195914,-22.785997,1
-10.008918,-46.3057,2
-34.483925,30.710266,0
5.7137346,35.821026,0
4.246457,27.095858,0
38.016808,11.344343,0
17.286999,-7.954475,1
-4.9200473,-7.247296,1
1.3832711,-52.08525,2
0.34334892,-51.659542,2
-1.9141291,-24.386202,1
-20.087585,-37.51763,2
25.84042,39.81942,0
-15.254958,32.75018,0
-16.702013,34.476044,0
10.175414,-19.397146,1
-48.166824,4.3613157,1
41.70435,-14.3424225,2
18.802572,-3.9130588,1
-3.7107108,1.8620039,1
-25.489548,-31.645075,2
-7.5341496,5.5958304,1
19.310963,-1.9163617,1
19.446867,6.3667397,1
-7.0970817,-48.110237,2
-11.876771,-44.991478,2
10.666671,-18.817774,1
7.92616,-21.65556,1
-6.062252,4.743694,1
13.69839,46.902878,0
-3.988995,-5.400284,1
-40.645123,-19.890932,2
52.50329,0.749264,2
57.37704,8.905692,2
35.69289,21.088144,0
25.47503,40.274727,0
-5.623617,4.3987103,1
-11.927854,6.4591045,1
-42.138706,-19.444902,2
-21.643637,-35.84341,2
-36.582794,2.1404095,1
-8.877907,25.086128,0
-29.959105,35.705498,0
-7.788162,-18.870438,1
25.10572,40.71904,0
-29.278793,2.3344436,1
-28.362986,36.734566,0
-3.171587,-23.92434,1
43.021515,-12.7033205,2
54.37906,3.9723964,2
28.158792,-30.17435,2
-9.209325,-46.826313,2
-19.853102,4.7723775,1
19.272179,-2.0986629,1
54.91726,4.9517336,2
-12.867234,29.35588,0
44.09818,-11.362832,2
22.723438,43.198875,0
23.736006,-34.84249,2
-37.729473,24.625517,0
-5.727009,23.419184,0
-13.674221,-43.60072,2
-33.42772,-24.414104,2
10.302458,45.770435,0
30.731642,-27.40576,2
3.6553316,-53.00631,2
-0.8990819,23.077986,0
-2.278276,-24.278177,1
-0.17730246,-51.44185,2
4.769938,28.314226,0
19.732103,1.2110326,1
15.02208,-12.334461,1
5.926753,38.283337,0
-0.00067524274,-51.513477,2
-17.096066,34.875954,0
56.62077,8.447369,2
18.40541,-5.1598673,1
-31.26031,34.606304,0
24.981327,40.864605,0
37.619404,12.62749,0
-0.23425321,-24.685534,1
-1.88892,-50.708126,2
-38.450893,2.3226793,1
15.306355,-11.843004,1
56.668743,8.550236,2
17.84472,46.273174,0
-34.14681,2.040795,1
-7.8485036,-18.688087,1
5.4980273,-53.651703,2
2.5694895,-52.568348,2
11.318544,46.297802,0
34.828716,23.552307,0
37.603912,12.349196,0
-14.119847,-43.239285,2
19.770494,2.6748514,1
29.682438,-28.52359,2
0.8769255,23.686178,0
-29.122105,-28.034708,2
-45.059498,3.5747437,1
-4.064614,2.5285192,1
-31.336449,2.1297538,1
-40.503826,2.6188385,1
4.83192,28.491083,0
-4.2705507,2.8486252,1
-13.827992,-43.47538,2
6.579937,-22.678217,1
-27.146797,37.282806,0
55.45076,5.919148,2
-7.9239354,-47.62298,2
19.767298,2.8588738,1
14.73822,-12.829037,1
28.72462,35.709282,0
-35.592525,28.978561,0
35.579525,21.439054,0
-3.8915627,22.98827,0
-7.259467,-48.015224,2
52.40074,0.58795327,2
26.237852,-32.190273,2
-12.308341,6.452009,1
-41.055233,2.713962,1
9.981405,45.565975,0
-14.407498,-42.991154,2
-7.616449,24.264006,0
-7.521877,-12.234404,1
19.414959,-1.3730367,1
-14.376676,31.535263,0
-13.386536,-43.831215,2
19.10262,-2.8267825,1
-0.34328505,-51.3745,2
7.6477237,-21.891624,1
-31.94485,-25.564688,2
-16.28873,-41.323647,2
2.5608916,24.853178,0
27.991413,36.83871,0
33.702568,-24.003874,2
3.208406,25.5266,0
3.5489426,25.969591,0
-20.927643,4.4184866,1
-15.861171,-41.712543,2
-18.595734,5.181146,1
0.5327967,23.52416,0
15.769711,-11.0037985,1
-50.243595,4.9990144,1
-3.7936957,2.0312378,1
-29.97136,-27.25993,2
-19.300844,-38.353397,2
5.143121,29.58219,0
54.100826,3.4838293,2
14.27367,46.932056,0
-5.9408994,-48.750248,2
25.973135,-32.46765,2
-4.4452095,23.07915,0
-6.532496,5.0583534,1
-2.4014304,-50.48053,2
6.161417,39.58911,0
-7.727733,-19.039625,1
-8.056119,-14.040249,1
-26.00353,-31.106949,2
-7.6927996,5.667031,1
-46.84999,4.016972,1
-23.432056,37.879196,0
5.6207123,33.543674,0
35.064766,-22.416132,2
-11.424281,-45.321568,2
5.3896236,30.884314,0
47.428864,-6.965887,2
-27.674866,37.069115,0
9.551393,-20.10217,1
23.806992,42.149822,0
20.435003,44.954987,0
-13.296235,29.96374,0
4.1803217,-53.26998,2
-24.859997,-32.324852,2
-22.862377,37.831173,0
13.434492,-14.951684,1
-24.46909,-32.733154,2
29.437796,-28.809624,2
-20.998993,-36.543484,2
43.50205,-12.108812,2
-20.742823,-36.81923,2
-26.242496,37.58013,0
-3.3810656,0.9801136,1
4.582177,-53.364132,2
36.657574,17.52475,0
-10.715529,26.707993,0
-18.22979,35.85735,0
-25.365982,-31.779163,2
52.2057,0.2629582,2
-11.3556,27.4146,0
-27.466331,-29.627062,2
34.328876,-23.290398,2
16.478048,-9.654159,1
19.459784,8.177008,1
-10.420972,6.3758726,1
23.417065,42.550766,0
-7.9435883,24.45787,0
57.079296,8.430122,2
-33.61781,31.918493,0
-16.571674,-41.060482,2
-36.50183,-22.2993,2
-38.557384,-21.053423,2
13.642402,-14.628149,1
4.945651,28.844927,0
2.9602962,25.247158,0
9.824862,45.45907,0
27.130873,-31.244656,2
-19.481112,36.689056,0
14.539482,-13.1616125,1
-38.047184,25.025183,0
9.16826,-20.508131,1
-4.946694,3.7407615,1
24.339123,41.589695,0
6.948901,41.93811,0
-19.15789,36.493412,0
47.86407,-6.354704,2
29.307066,-28.94666,2
-45.421413,3.6623766,1
-36.80402,-22.110811,2
-3.0749562,-0.6771005,1
18.081268,-6.0388465,1
24.078611,41.873608,0
26.662151,38.75165,0
43.264763,-12.404423,2
-8.248428,-15.528057,1
-50.002934,4.583451,1
-3.236394,-3.0925567,1
34.42222,24.599136,0
7.030262,42.111233,0
16.813585,-8.9746895,1
34.207233,25.13129,0
-21.383438,37.51097,0
35.925945,-21.403872,2
15.614361,46.849968,0
32.59623,-25.295446,2
5.485698,31.645744,0
26.3129,39.212273,0
32.464394,-25.43233,2
19.348429,-1.7276353,1
-3.6806087,-23.671694,1
57.214573,8.587808,2
-24.091618,-33.153503,2
32.25322,29.41541,0
46.41503,-8.342099,2
18.805447,8.339907,1
26.62401,-31.788004,2
47.09671,-7.4244776,2
-36.40138,2.1274014,1
23.143888,-35.499413,2
-38.26598,2.3003614,1
-0.71315336,23.118402,0
-39.756813,2.5002744,1
-29.64874,35.94122,0
19.936861,45.25509,0
5.677013,-53.96346,2
1.6888769,24.14516,0
12.574872,46.716236,0
4.4128757,27.435911,0
12.028357,46.564644,0
22.854237,43.074284,0
35.18125,-22.276985,2
15.229002,46.89522,0
-25.875189,37.67217,0
-18.095398,-39.578407,2
-3.09068,-0.49350113,1
23.554516,-35.096252,2
-40.51641,-19.965548,2
-23.961088,-33.296658,2
-20.163412,37.041706,0
19.768295,45.354206,0
-2.761689,22.904236,0
-47.856327,4.271996,1
35.679806,-21.695246,2
33.691074,26.339584,0
-24.18668,37.88839,0
48.30237,-5.730476,2
-27.495314,37.142864,0
-21.104244,4.3561587,1
-8.086361,-17.774902,1
5.5902486,32.96998,0
-25.595812,3.0309625,1
7.297991,42.615112,0
-31.706514,2.1040432,1
9.08254,44.85815,0
18.813457,8.263308,1
-7.8752337,5.7407346,1
35.085514,22.856678,0
19.591463,-0.2530053,1
-7.769938,-12.944255,1
-11.237472,27.26411,0
-27.598963,-29.496496,2
36.736862,17.161829,0
4.491174,27.611662,0
-8.00287,-18.14496,1
-4.1487446,-5.7461004,1
-42.338036,2.9607823,1
35.46422,21.794498,0
35.517696,21.617725,0
-38.19047,24.16169,0
6.083946,39.228844,0
6.7234015,41.41626,0
-26.50304,2.8214447,1
19.303879,8.842827,1
-35.46425,2.0747054,1
18.20916,46.130817,0
5.6133857,-23.279001,1
-36.014774,2.102851,1
51.416798,-1.0070583,2
22.07156,-36.246803,2
30.855354,32.086826,0
-3.1648474,0.066780634,1
45.162476,-10.001989,2
12.046999,-17.004906,1
-50.325256,4.9402547,1
35.798313,-21.542841,2
-32.457996,2.0672667,1
31.986193,-25.99672,2
-19.31327,36.58794,0
-49.500977,4.540088,1
-37.151016,2.1864007,1
-23.581482,-33.70754,2
-6.263609,23.61352,0
6.8999944,-22.461601,1
37.881626,-19.06058,2
-28.349749,2.4731224,1
32.72134,-25.152353,2
45.04074,-10.156608,2
30.103865,33.40756,0
8.666956,44.456398,0
-2.9086902,-50.250423,2
3.051109,-52.767246,2
-41.234062,2.7458932,1
-4.0138335,-23.482376,1
36.532772,18.0681,0
-33.72458,31.769367,0
22.091967,-36.486572,2
-10.322274,-46.09565,2
-24.741215,37.852936,0
-12.0304365,-44.87793,2
-9.846486,-46.416904,2
-37.69789,2.2384548,1
-35.647648,2.0806952,1
37.102215,15.334132,0
-8.178822,-17.219318,1
-25.101313,-32.045773,2
16.561825,-9.484776,1
29.049435,-29.220608,2
25.719751,39.976696,0
28.670404,-29.62702,2
-20.745892,4.4740233,1
-39.95898,-20.277885,2
5.1099916,-23.54401,1
-20.033545,4.712119,1
-1.2014158,-51.002254,2
30.209156,-27.971132,2
26.895012,38.429333,0
16.21403,-10.163934,1
-3.3430574,-23.842865,1
36.88771,16.436121,0
-22.353329,3.9470475,1
55.008717,5.1153564,2
33.071846,27.711618,0
-40.77051,-19.832567,2
-5.2110195,4.0170083,1
7.924518,43.581524,0
6.793665,41.593376,0
10.064391,-19.539179,1
33.338127,-24.439001,2
-32.39096,-25.210655,2
-30.836994,34.99195,0
53.169426,1.875722,2
-22.415829,-34.990635,2
52.69332,1.0691129,2
37.756607,-19.215908,2
-15.833394,33.50309,0
17.303843,46.46682,0
-8.256638,-16.280098,1
-2.9962602,-24.00433,1
-20.571331,4.533411,1
-37.760895,-21.529514,2
32.845634,-25.002619,2
12.378547,-16.535357,1
-15.000769,-42.48579,2
18.644167,-4.4479175,1
-8.261759,-16.089794,1
35.020927,23.025908,0
7.2074094,42.453148,0
24.20019,-34.353973,2
2.4220076,24.724316,0
-18.372124,35.961758,0
37.462208,11.748037,0
30.599688,-27.546743,2
46.873745,-7.7341437,2
19.656778,0.29099268,1
23.318428,-35.27667,2
-43.794056,3.2757268,1
10.799486,46.05405,0
53.44877,2.3575306,2
-21.57434,37.566006,0
-13.241019,-43.95208,2
24.466717,41.444687,0
52.30558,0.42885417,2
40.159264,-16.264744,2
-12.688544,6.432924,1
5.3512144,-54.090363,2
34.557117,24.251793,0
-28.695807,36.551464,0
13.014197,-15.593232,1
-6.1268344,-9.367505,1
2.8313897,25.110344,0
10.6293125,45.95997,0
5.5367603,32.21066,0
-25.127537,37.80429,0
11.672037,46.44239,0
0.5436548,-24.714493,1
-0.5139835,-51.28965,2
-29.806555,35.82421,0
32.10637,-25.85619,2
3.7063851,-24.145626,1
19.720474,1.0267806,1
-38.28192,24.440798,0
6.525,40.88431,0
51.113846,-1.4824996,2
-5.774869,4.5153112,1
10.423298,-19.107386,1
1.7229481,-52.218357,2
23.944645,42.008957,0
-3.1184802,-2.3582184,1
50.812298,-1.9640322,2
53.822624,3.004687,2
-33.581028,2.0411518,1
23.626013,-34.955917,2
-7.9578075,-18.329205,1
-28.7253,2.4165766,1
5.7579875,36.57702,0
-17.32106,5.5640154,1
-24.143126,3.4119854,1
-3.9204233,-5.2277503,1
-3.4433715,1.1591529,1
16.93283,46.576996,0
-18.999653,36.397842,0
-34.18665,-23.862719,2
19.717896,3.9641545,1
37.303284,14.220019,0
36.814243,16.799337,0
55.538044,6.0776324,2
-33.715473,-24.18617,2
-6.6622787,-10.351032,1
31.031717,31.750616,0
17.514833,-7.433858,1
-29.494411,36.047543,0
-28.021666,36.903477,0
5.2639074,30.144184,0
-17.952908,-39.721016,2
33.462025,26.856339,0
24.820759,-33.69041,2
12.803519,-15.910992,1
31.727564,-26.280247,2
-25.886692,-31.23021,2
4.596691,-53.62776,2
-3.2399726,0.42948493,1
5.7045794,35.63142,0
-3.0557663,-1.0460664,1
50.708405,-2.1212003,2
-8.082897,-47.5272,2
-36.971054,-22.006437,2
-8.882761,-47.03394,2
6.87321,41.769306,0
22.091074,-36.575047,2
44.568592,-10.758668,2
-35.200684,29.608637,0
-0.040939182,-24.699455,1
4.302282,-53.347412,2
0.5193764,-51.729794,2
-48.875916,4.527998,1
30.337965,-27.834106,2
-21.20977,37.450367,0
33.988056,25.642082,0
-7.5896225,-47.81867,2
39.570023,-16.99812,2
-36.424694,27.544128,0
-31.236408,-26.159185,2
42.068302,-13.893307,2
14.833852,-12.665118,1
19.671816,4.5394588,1
-15.859114,5.947177,1
-37.660263,25.343075,0
51.317528,-1.16697,2
56.27606,7.4026303,2
5.931302,-23.084232,1
19.49752,8.571417,1
-4.4783096,3.1611426,1
18.458948,-4.974823,1
30.39163,32.910515,0
-28.840311,-28.296148,2
29.951612,-28.249352,2
0.34438106,-24.71361,1
54.281353,3.818979,2
-9.492143,6.226242,1
-8.757205,6.043646,1
25.44622,-33.010582,2
9.369348,45.107323,0
2.2393749,-24.539873,1
-7.000515,-11.025013,1
4.1552567,26.93011,0
8.758926,-20.905924,1
31.83044,30.249159,0
-27.32158,37.214645,0
-14.59534,31.848558,0
19.382524,-1.548699,1
37.466454,12.197366,0
-28.908117,2.390634,1
-0.3458258,23.20999,0
-8.721534,-47.137302,2
-8.249034,-16.470884,1
13.742737,-14.464495,1
36.01454,20.02758,0
53.638805,2.6736987,2
19.635784,0.10800306,1
9.301087,-20.372906,1
51.91195,-0.21294424,2
17.365479,-7.781569,1
-10.043385,26.052929,0
-8.090086,-14.224528,1
-15.429914,-42.106766,2
-18.498823,-39.16289,2
23.401491,-35.159836,2
-8.015051,-13.851575,1
36.172062,-21.111723,2
-28.984472,-28.168056,2
34.444786,-23.144417,2
-6.685752,5.1543016,1
-31.800417,34.077023,0
-34.476013,-23.637106,2
-39.193558,-20.677454,2
4.052213,-53.21941,2
-3.5083976,-23.759922,1
34.829422,-22.707138,2
-11.110316,27.13243,0
28.924263,35.37751,0
-37.434784,-21.720121,2
-17.13093,-40.528946,2
-4.5984597,-49.446842,2
22.024548,-36.587147,2
31.126167,31.589808,0
-4.0951123,-49.689545,2
-41.405663,-19.342188,2
-21.942125,37.662003,0
36.698544,17.345257,0
36.656773,-20.533667,2
-5.5491457,23.359724,0
28.400549,-29.895061,2
-41.592213,2.8159878,1
5.1618366,-53.474216,2
19.588223,5.327178,1
34.697525,23.903513,0
23.84675,-34.72197,2
42.545025,-13.298592,2
22.881233,-35.603985,2
25.578554,-32.8699,2
32.338356,29.253664,0
-34.895794,2.0532155,1
-49.006226,4.5528665,1
-3.0528753,-1.4187409,1
-6.8807826,-20.730537,1
-26.789457,37.408695,0
1.8944896,-52.29075,2
19.688982,4.344339,1
9.671228,45.34223,0
-32.54025,-25.090376,2
30.9686,-27.123356,2
45.738388,-9.251212,2
19.231853,-2.2832742,1
35.338978,22.147552,0
-26.92784,-30.167028,2
14.074563,46.92668,0
-16.76896,5.7160597,1
-27.42588,2.6361816,1
-6.9444275,23.913317,0
37.97322,11.949427,0
-16.221258,5.8616915,1
-10.17881,26.177284,0
-13.258109,6.387821,1
-6.60201,23.756804,0
46.30518,-8.497999,2
5.5538735,32.39871,0
-16.075516,33.78362,0
-2.0573628,-50.62568,2
-35.085163,2.0595386,1
-4.2709765,23.050243,0
-13.405316,30.124237,0
16.30045,-9.997493,1
-30.019197,2.2479258,1
-11.839391,27.990166,0
31.481668,-26.56306,2
32.502296,28.912596,0
44.69327,-10.608216,2
32.087223,29.755733,0
11.021243,-18.377964,1
-26.320894,2.8566127,1
48.94099,-4.804201,2
-7.173466,-20.246988,1
14.248423,-13.649025,1
11.138463,-18.226252,1
5.954757,38.482323,0
5.780574,-23.180986,1
-8.260076,24.659857,0
-28.015347,-29.089195,2
24.690914,-33.824566,2
-12.634733,-44.42141,2
-13.638196,6.3492293,1
54.648808,4.463509,2
11.145314,46.220306,0
5.226842,29.959887,0
-5.6017942,-48.920406,2
-29.830952,2.269196,1
-47.53485,4.1915245,1
5.6880345,35.250626,0
19.144836,-2.6453624,1
1.6716278,-24.635038,1
38.72865,-18.036928,2
-7.8251877,-13.12686,1
30.01304,33.579014,0
-3.095723,-2.1721818,1
-4.716912,3.4646297,1
-7.4371233,-19.736084,1
-25.691391,37.70784,0
37.485943,11.966967,0
5.0498743,29.217772,0
-36.92689,26.626713,0
-31.897507,2.0940657,1
9.420603,-20.226908,1
56.71684,8.114219,2
-44.874416,3.535681,1
16.365643,46.715633,0
35.852818,20.560171,0
-16.826445,34.605495,0
33.30958,27.194866,0
40.63556,-15.674519,2
-41.57405,-19.187634,2
34.570282,-22.997585,2
19.70758,0.8407628,1
-32.445057,33.373474,0
19.63203,4.9278693,1
-12.193251,28.440208,0
18.984982,8.958102,1
-41.968266,2.8861701,1
56.41142,7.6650457,2
-39.04239,-20.792414,2
11.494137,46.374645,0
-44.69945,3.4872253,1
-9.684973,-46.52149,2
6.652785,41.23724,0
-23.964872,3.4631474,1
18.736122,45.90227,0
36.212883,19.313332,0
-9.76032,25.790953,0
51.814026,-0.36934614,2
8.803332,44.592197,0
45.845524,-9.10239,2
-4.178863,-23.378319,1
-9.311036,6.1868243,1
-16.587261,5.7674007,1
18.525032,-4.7988243,1
-19.960415,-37.65481,2
5.417521,31.078518,0
25.961964,39.67167,0
5.8574157,37.719906,0
-45.96377,3.794009,1
34.893764,23.38741,0
-5.944711,-9.045777,1
-9.128974,6.1419425,1
-41.784374,2.850167,1
25.319227,-33.154083,2
-42.400723,-18.972603,2
-3.9264603,-49.771904,2
-6.041732,-9.215794,1
-48.312645,4.403159,1
-27.06351,2.7067025,1
14.4638405,46.932484,0
5.8185563,37.33147,0
-3.1692674,-2.726174,1
27.452513,37.643227,0
-30.405659,2.2079682,1
-3.5841403,-49.931496,2
19.538479,-0.62955284,1
-35.099144,29.759508,0
-34.797688,30.233679,0
19.257143,7.548021,1
-25.417774,3.0750895,1
37.550518,11.395385,0
-4.470586,-6.419812,1
31.310598,31.257263,0
-15.719891,33.355103,0
7.701131,43.26865,0
1.1066729,-24.692516,1
-8.259322,-15.900608,1
-37.332916,2.2024446,1
54.737385,4.6225657,2
4.7685094,-23.711195,1
12.95233,46.798,0
18.910835,-3.5535755,1
-11.9597645,28.139935,0
-33.158062,32.51521,0
50.39969,-2.6087472,2
8.502918,-21.152151,1
27.7758,-30.57657,2
-20.499998,37.186203,0
16.129255,-10.329694,1
22.429962,43.45746,0
7.810441,43.42483,0
-24.375257,37.88059,0
-3.5182922,22.946802,0
-13.0698,6.404573,1
-32.271175,2.0744152,1
-0.9855109,-24.597271,1
-42.516945,2.9974308,1
-34.033398,-23.970316,2
23.138412,42.813766,0
10.547369,-18.967066,1
37.46351,13.208701,0
33.541786,26.687471,0
33.46403,-24.297482,2
-10.985592,6.4305677,1
40.047035,-16.403482,2
39.930683,-16.560553,2
-32.979195,-24.749086,2
-22.542324,-34.848923,2
-30.810276,-26.517113,2
-39.503727,-20.512436,2
-25.622196,-31.502512,2
-5.078323,3.8771768,1
5.4642363,31.461166,0
32.75024,28.38917,0
-48.736256,4.5100665,1
-17.409159,-40.260998,2
-21.277964,4.3011146,1
-15.281977,-42.230648,2
41.11319,-15.0777645,2
-27.336123,-29.759308,2
-41.82839,-19.033358,2
6.5892487,41.066364,0
18.962105,-3.3710067,1
9.224733,44.98378,0
-5.4926496,4.27526,1
5.001904,29.037918,0
53.36062,2.1938996,2
0.91696906,-24.703539,1
5.504041,31.832548,0
5.567358,32.580654,0
35.400284,21.967163,0
23.238161,-35.398083,2
-25.235344,3.1215947,1
19.511232,-0.8121774,1
30.672394,32.417366,0
23.27421,42.682854,0
12.761998,46.76026,0
49.88546,-3.3913782,2
56.02936,7.0018983,2
17.66596,46.344215,0
-36.33745,27.708813,0
19.383234,6.778972,1
20.752054,44.742706,0
-8.577189,5.9905124,1
5.3610344,30.703472,0
-29.180948,36.25818,0
-24.509607,3.3129992,1
-14.194181,6.2712007,1
-25.236164,-31.9208,2
-7.3858666,-11.891704,1
-12.972722,29.50071,0
-21.127655,-36.406765,2
-25.056047,3.1691484,1
28.31083,36.358234,0
-36.511925,27.391394,0
35.800335,20.736631,0
17.439476,-7.608965,1
-3.1358361,-0.115591906,1
13.120444,-15.431701,1
-32.05683,33.800285,0
-11.723214,27.849463,0
-2.6421397,-24.146814,1
11.824426,-17.315826,1
49.467342,-4.023632,2
-36.595146,27.229326,0
-5.287723,-7.9065394,1
-36.853207,26.774706,0
-14.267398,31.378204,0
-7.3536973,-19.90918,1
11.707196,-17.472328,1
16.176449,46.754646,0
-12.342046,-44.642254,2
-33.505257,32.063675,0
56.335125,7.5419536,2
32.004387,29.923773,0
57.281857,9.284283,2
49.989635,-3.231499,2
-18.947863,5.0645356,1
-20.2147,-37.385254,2
35.273354,22.321629,0
29.816574,33.900158,0
7.3927093,42.780586,0
48.837135,-4.959322,2
15.950859,-10.6699,1
28.205793,36.511406,0
-41.153267,-19.66219,2
28.098566,36.67496,0
49.572247,-3.8592865,2
26.078972,39.511963,0
-50.229984,4.7025995,1
24.43501,-34.09062,2
-22.93183,-34.424747,2
-4.8088202,-22.949535,1
-17.231207,35.004723,0
-41.86781,-19.539074,2
6.4060006,40.51489,0
-19.318924,4.949429,1
-20.673218,37.258324,0
19.762701,3.0400164,1
21.698866,44.05805,0
-6.6637287,-21.052908,1
52.790176,1.2361264,2
-23.317904,-33.993523,2
13.944843,-14.139322,1
-12.108214,6.457698,1
5.8012075,37.140358,0
-7.750818,-47.723988,2
-3.1986518,0.24886213,1
-13.189378,29.80817,0
56.49948,7.935483,2
-24.983759,-32.1822,2
-13.529382,-43.71672,2
19.537603,5.7397156,1
27.890244,-30.433142,2
-15.316846,6.069194,1
-39.65662,-20.442156,2
-3.4191332,-3.8149252,1
-8.2375345,-16.656773,1
-23.062754,-34.27929,2
-23.241186,37.867256,0
19.74315,1.3982009,1
-11.177387,6.441886,1
-30.9635,2.1547036,1
10.906224,-18.522314,1
-22.677158,-34.705296,2
33.585167,-24.153938,2
-3.5055635,1.3446277,1
22.970024,-35.85891,2
-14.854322,-42.60912,2
-24.347698,-32.875305,2
55.87532,6.7047224,2
-30.382996,-26.8928,2
21.997831,43.81841,0
57.270966,9.231161,2
12.904988,-15.751593,1
5.116468,-53.975895,2
42.78927,-13.000206,2
57.2695,9.166232,2
-30.25472,35.482742,0
-34.15925,31.164146,0
29.819675,-28.389275,2
43.738525,-11.810471,2
-8.100842,24.55491,0
-8.047503,-17.9587,1
34.0728,-23.577726,2
-22.29336,-35.127026,2
21.388437,44.29514,0
-26.543417,-30.564482,2
-32.693245,33.086998,0
-31.797606,-25.668543,2
11.257495,-18.073343,1
-7.185706,5.4302073,1
-7.654451,-12.594273,1
29.71771,34.067883,0
-3.4693413,-3.995737,1
-7.449108,24.17326,0
19.741154,3.5933867,1
-47.368366,4.1568046,1
37.403515,-19.643486,2
27.006664,38.273327,0
10.465772,45.867916,0
-6.3737593,4.9591928,1
-14.707766,-42.740894,2
19.387836,8.761692,1
16.730318,-9.143921,1
25.709488,-32.73759,2
56.09747,7.1482005,2
-20.214657,4.6549516,1
52.881523,1.391531,2
12.393565,46.6715,0
